table_schema,table_name,column_name,data_type
storage,predictive_optimization_operations_history,usage_quantity,"decimal(38,18)"
data_classification,results,catalog_id,string
data_classification,results,table_id,string
data_classification,results,latest_detected_time,timestamp
data_classification,results,first_detected_time,timestamp
data_classification,results,catalog_name,string
data_classification,results,schema_name,string
data_classification,results,table_name,string
data_classification,results,column_name,string
data_classification,results,data_type,string
data_classification,results,class_tag,string
data_classification,results,samples,array<string>
data_classification,results,confidence,string
data_classification,results,frequency,double
data_classification,results,exclusion_state,string
data_classification,results,class_tag_value,string
data_quality_monitoring,table_results,event_time,timestamp
data_quality_monitoring,table_results,catalog_name,string
data_quality_monitoring,table_results,schema_name,string
data_quality_monitoring,table_results,table_name,string
data_quality_monitoring,table_results,catalog_id,string
data_quality_monitoring,table_results,schema_id,string
data_quality_monitoring,table_results,table_id,string
data_quality_monitoring,table_results,status,string
data_quality_monitoring,table_results,freshness,"struct<status:string,commit_freshness:struct<status:string,error_code:string,last_value:timestamp,predicted_value:timestamp>>"
data_quality_monitoring,table_results,completeness,"struct<status:string,total_row_count:struct<status:string,error_code:string,last_value:bigint,min_predicted_value:bigint,max_predicted_value:bigint>,daily_row_count:struct<status:string,error_code:string,last_value:bigint,min_predicted_value:bigint,max_predicted_value:bigint>>"
data_quality_monitoring,table_results,downstream_impact,"struct<impact_level:int,num_downstream_tables:bigint,num_queries_on_affected_tables:bigint>"
data_quality_monitoring,table_results,root_cause_analysis,"struct<upstream_jobs:array<struct<job_id:string,workspace_id:string,job_name:string,last_run_status:string,run_page_url:string>>>"
data_quality_monitoring,table_results,_internal_debug_info,"struct<event_freshness:struct<status:string,error_code:string,last_event_value:timestamp,predicted_event_value:timestamp,last_event_latency_seconds:bigint,predicted_event_latency_seconds:bigint,event_column:string>,unhealthy_groups:array<struct<group:map<string,string>>>,status_since:timestamp,is_static:boolean,completeness:struct<historical_row_count:array<struct<timestamp:timestamp,row_count:bigint,predicted_value:bigint,predicted_upper_bound:bigint,predicted_lower_bound:bigint>>>,commit_freshness:struct<commit_history:array<struct<version:string,timestamp:timestamp,operation:string,operation_metrics:map<string,string>>>>,custom_sql:array<struct<name:string,column_vars:map<string,string>,sql_query:string,actual_value:double,status:string,violation_type:string,predicted_lower_bound:double,predicted_upper_bound:double,error_code:string,_internal:struct<history:array<struct<timestamp:timestamp,value:double,predicted_value:double,predicted_upper_bound:double,predicted_lower_bound:double>>,model_selection:map<string,string>>>>,rca:array<struct<levels_upstream:int,upstream_table_info:struct<table_id:string,table_status:string>,job_infos:array<struct<workspace_id:string,job_id:string,reason:string>>,pipeline_infos:array<struct<workspace_id:string,pipeline_id:string,reason:string,triggering_job_id:string>>>>,run_cost:struct<pct_of_total_duration:double>,scans_in_last_week_count:bigint,became_healthy_time:timestamp,last_healthy_time:timestamp>"
